AveCarelessness,AveKnow,AveCorrect.x,AveResBored,AveResEngcon,AveResConf,AveResFrust,AveResOfftask,AveResGaming,NumActions,isSTEM
0.132747916,0.220351381,0.351851852,0.252671738,0.641330906,0.131820716,0.135396809,0.190527582,0.100208514,594,0
0.074797503,0.125928471,0.291709845,0.191015684,0.693407353,0.082198373,0.126065191,0.098847215,0.32743462,1930,0
0.088130801,0.154771941,0.337874659,0.235230308,0.654113078,0.070973387,0.094090852,0.163103624,0.123552894,734,0
0.148698429,0.373094105,0.581871345,0.277724614,0.647059824,0.111473335,0.104361219,0.268346565,0.015576943,342,0
0.085315256,0.144986772,0.314606742,0.283022152,0.604762177,0.144711137,0.120915928,0.223199086,0.037827638,356,0
0.121094372,0.22945264,0.428120063,0.235522393,0.661865856,0.138846474,0.168391878,0.167570424,0.158216245,633,0
0.086242714,0.164700743,0.306060606,0.239744074,0.623070819,0.115287852,0.133963156,0.159828457,0.139463585,660,0
0.196911775,0.38152158,0.465561224,0.237355011,0.645349496,0.079358867,0.105077499,0.165269047,0.105597032,784,1
0.150558596,0.259244719,0.439781022,0.258803938,0.658991947,0.139513338,0.161473559,0.183105779,0.037602429,548,1
0.273364488,0.595107407,0.710526316,0.207795376,0.707940796,0.047925496,0.060903692,0.174262601,0.042409496,532,1
0.188455339,0.34812809,0.512786003,0.247265457,0.66564788,0.131310294,0.14927238,0.178605077,0.048063257,743,0
0.101620089,0.161039255,0.341054313,0.203652818,0.669471139,0.091439298,0.109511896,0.116511543,0.292578462,1252,0
0.100754749,0.162982868,0.304541407,0.213622737,0.666090393,0.051168911,0.131242092,0.130961515,0.242708121,1123,0
0.082825002,0.120654686,0.309076682,0.207239403,0.676004682,0.065413457,0.140940192,0.121905629,0.272884276,1278,0
0.069985115,0.126478972,0.268475751,0.203921035,0.661692554,0.065564483,0.141510668,0.111085859,0.308199072,1732,0
0.083055529,0.196130929,0.399621212,0.23713873,0.651837275,0.086667697,0.093511442,0.177109456,0.196010573,528,0
0.08409997,0.138623648,0.326510721,0.238457883,0.664025223,0.098429714,0.141222447,0.15487603,0.162748428,1026,0
0.104221601,0.183386931,0.294871795,0.300398905,0.585993427,0.134399271,0.04682799,0.54178579,0.07602044,78,0
0.079494924,0.122347331,0.301386377,0.199761953,0.691108251,0.085903049,0.137881224,0.11427482,0.291900134,1659,0
0.140632893,0.251262624,0.490291262,0.267071199,0.631232562,0.112447961,0.163793697,0.217042813,0.050906766,412,0
0.083003064,0.163470915,0.340143003,0.236468436,0.672950241,0.067171179,0.118884121,0.152109876,0.19529759,979,0
0.092728418,0.153208033,0.320481928,0.251550537,0.622515749,0.124930635,0.151162196,0.186435113,0.139833619,415,0
0.117772784,0.225238621,0.4453125,0.245594315,0.647212728,0.06585814,0.203955421,0.317585298,0.137454909,128,0
0.134251564,0.280231656,0.520547945,0.244105515,0.672236845,0.103235973,0.123893517,0.194811711,0.024722151,365,0
0.062899727,0.082388408,0.274193548,0.29149543,0.634847415,0.132455707,0.129184366,0.271942785,0.014242148,248,0
0.228932175,0.542650865,0.713903743,0.211531634,0.699602186,0.104957197,0.03259985,0.164740123,0.005154222,374,0
0.195322182,0.423764793,0.546468401,0.268179061,0.653501371,0.118439849,0.102134195,0.230022523,0.009369188,269,0
0.082514928,0.181528584,0.463126844,0.260784063,0.677686253,0.093996896,0.111687328,0.213553418,0.016264415,339,0
0.050421731,0.093135465,0.337719298,0.30919543,0.607985798,0.144488285,0.155310746,0.26154884,0.006596091,228,0
0.034056365,0.072397361,0.40397351,0.295260259,0.671316638,0.15240784,0.049811533,0.355351441,0.12996123,151,1
0.194481593,0.351890523,0.48,0.223165627,0.681338148,0.068751551,0.204163168,0.157480942,0.102700882,475,0
0.101380012,0.194967087,0.376447876,0.289304836,0.633917755,0.147455091,0.150581878,0.20167907,0.02060522,518,0
0.035060949,0.054041066,0.33557047,0.253316093,0.636189894,0.18410301,0.242579102,0.261414698,0.064885477,149,0
0.0929716,0.130434594,0.379928315,0.235425181,0.634663728,0.071105191,0.189346798,0.142050297,0.10028957,279,0
0.0415128,0.092472125,0.267857143,0.210599165,0.657957754,0.057769112,0.124928899,0.160974957,0.490474823,672,0
0.087386046,0.279470578,0.545454545,0.28297038,0.638406994,0.113244938,0.0389409,0.276586714,0.005595103,110,0
0.198540118,0.377385159,0.544622426,0.269168578,0.643911026,0.123420147,0.079038731,0.241415706,0.013922199,437,0
0.226293889,0.404826275,0.558676028,0.245130763,0.642060168,0.081852068,0.208113834,0.168404104,0.014944925,997,0
0.336136662,0.631904121,0.7675,0.229348109,0.670075197,0.063132842,0.043195032,0.204148169,0.016688791,400,0
0.201503389,0.46243434,0.664335664,0.244676059,0.683811191,0.07918949,0.043999152,0.209935786,0.003949172,286,1
0.201503389,0.46243434,0.664335664,0.244676059,0.683811191,0.07918949,0.043999152,0.209935786,0.003949172,286,1
0.094951948,0.139753373,0.371607516,0.294451691,0.640796501,0.135188687,0.091842742,0.263450417,0.024121657,479,0
0.080489947,0.098335998,0.301369863,0.242679496,0.629747262,0.158745104,0.128054255,0.219041646,0.133610184,438,0
0.105386875,0.1858978,0.458333333,0.294984753,0.584200511,0.139023221,0.188244477,0.32316656,0.008591224,144,0
0.079643389,0.120097305,0.356521739,0.273601423,0.659906999,0.064714342,0.183939936,0.255613533,0.051799226,230,0
0.09630033,0.213649018,0.417989418,0.303880597,0.66075811,0.122418755,0.096325805,0.305603034,0.020371879,189,0
0.160325059,0.381937864,0.62,0.278406388,0.674504762,0.073538239,0.05533721,0.267872119,0.006866234,200,0
0.06489787,0.120136294,0.360824742,0.284111636,0.62701609,0.089738586,0.188969519,0.251050998,0.050319278,388,1
0.222619165,0.426443917,0.608597285,0.229175555,0.679973483,0.094509357,0.118059558,0.163815967,0.012870778,442,0
0.093979932,0.125945126,0.388888889,0.302264522,0.633699743,0.157334071,0.081577686,0.319228693,0.00503135,126,1
0.093979932,0.125945126,0.388888889,0.302264522,0.633699743,0.157334071,0.081577686,0.319228693,0.00503135,126,1
0.092305907,0.128887268,0.348039216,0.28281809,0.626409341,0.178189898,0.118889891,0.2514075,0.032659369,204,1
0.092305907,0.128887268,0.348039216,0.28281809,0.626409341,0.178189898,0.118889891,0.2514075,0.032659369,204,1
0.104323868,0.213020847,0.450892857,0.235120853,0.659911087,0.094633199,0.156800757,0.172085376,0.033219883,448,0
0.138642936,0.276046267,0.540041068,0.245931212,0.676310811,0.145107391,0.087948924,0.208766871,0.02155812,487,0
0.065922141,0.074758494,0.278538813,0.300129412,0.641126715,0.221975045,0.10694678,0.295399912,0.002983975,219,0
0.017348084,0.044351498,0.226941748,0.190449707,0.687219459,0.079189232,0.133000989,0.130239222,0.601588252,824,0
0.041158491,0.056188355,0.283687943,0.328554791,0.614031175,0.229096313,0.163253293,0.360419645,0.019184024,141,0
0.075775817,0.117114574,0.304,0.279332176,0.617727416,0.120633048,0.127726758,0.270717098,0.044903821,250,0
0.080746479,0.116263009,0.35443038,0.280330991,0.59764979,0.116636036,0.213517579,0.247450571,0.103720624,316,1
0.074842762,0.078767709,0.347480106,0.296409746,0.61229242,0.149377286,0.158170924,0.242232008,0.016181262,377,0
0.122568757,0.267266446,0.527511962,0.248874466,0.624796764,0.089957968,0.169431137,0.185568189,0.035744114,836,0
0.057467789,0.080526226,0.295138889,0.286683162,0.623384992,0.111433673,0.076385923,0.278819752,0.0902586,288,1
0.057467789,0.080526226,0.295138889,0.286683162,0.623384992,0.111433673,0.076385923,0.278819752,0.0902586,288,1
0.11136416,0.214955651,0.460076046,0.268983312,0.631585759,0.101974138,0.195946517,0.231618889,0.044771431,263,0
0.072149167,0.105145259,0.323751891,0.254684329,0.656019884,0.143297185,0.100751745,0.171004981,0.100635804,661,0
0.114628801,0.273098382,0.607734807,0.264969441,0.641465979,0.078912966,0.203965316,0.301502594,0.010346656,181,0
0.041544888,0.028056825,0.151785714,0.337437935,0.629977782,0.402482899,0.096688144,0.659618208,0.006681611,112,0
0.083461881,0.236482326,0.520833333,0.311834189,0.66401967,0.129821674,0.052921057,0.357423278,0.003155089,96,0
0.075898643,0.106019003,0.292553191,0.282749426,0.677679036,0.107510975,0.073448012,0.292261638,0.062491436,188,0
0.181010749,0.481513587,0.682051282,0.267511893,0.659111613,0.121140042,0.047039064,0.288146892,0.005110697,195,0
0.098003519,0.148585433,0.360086768,0.225398928,0.675306782,0.123268205,0.141516936,0.150303085,0.155044104,922,1
0.086461813,0.142030111,0.367741935,0.290678104,0.657612941,0.141254379,0.17489242,0.385337949,0.019241807,155,0
0.064383922,0.131810864,0.398773006,0.279617633,0.635147865,0.116802885,0.140397026,0.2417605,0.017195885,326,0
0.081490892,0.201240637,0.491071429,0.293995138,0.623910262,0.061909166,0.213317012,0.378384913,0.051294141,112,0
0.064571118,0.06243234,0.313513514,0.262098598,0.60329532,0.09316641,0.315453024,0.324418069,0.144998339,185,0
0.156477206,0.305143059,0.486692015,0.275971702,0.602828825,0.111181929,0.152524759,0.26234658,0.011619609,263,0
0.046917175,0.066324574,0.303212851,0.270709465,0.62798471,0.133120365,0.14720167,0.209227564,0.072138422,498,0
0.08224906,0.268527059,0.559748428,0.306850555,0.611428572,0.079171238,0.064311368,0.362575549,0.012373337,159,1
0.08224906,0.268527059,0.559748428,0.306850555,0.611428572,0.079171238,0.064311368,0.362575549,0.012373337,159,1
0.119680488,0.273066708,0.533333333,0.30466385,0.65868778,0.120384983,0.05634289,0.340286334,0.003247133,90,1
0.119680488,0.273066708,0.533333333,0.30466385,0.65868778,0.120384983,0.05634289,0.340286334,0.003247133,90,1
0.267434267,0.627681982,0.810495627,0.225408484,0.681121525,0.041138767,0.02523884,0.229935355,0.005894459,343,1
0.267434267,0.627681982,0.810495627,0.225408484,0.681121525,0.041138767,0.02523884,0.229935355,0.005894459,343,1
0.036946284,0.075235457,0.267080745,0.170871072,0.701873958,0.06693094,0.099215474,0.083166573,0.614051807,1771,1
0.173201178,0.381377598,0.610942249,0.236881956,0.67821937,0.075314277,0.083638873,0.195131958,0.017453439,329,1
0.045820321,0.070559785,0.339366516,0.307835478,0.591099329,0.123847024,0.189220284,0.320441148,0.064872018,221,0
0.093331052,0.234975831,0.530120482,0.321858027,0.640061036,0.088907041,0.060518712,0.460539426,0.005248049,83,1
0.082695491,0.099634286,0.295522388,0.296904281,0.62935259,0.15603663,0.177414315,0.249060647,0.035503265,335,1
0.171546212,0.531427246,0.785185185,0.268608272,0.663477043,0.057492134,0.031954262,0.306421013,0.004274634,135,0
0.094086965,0.293496193,0.594827586,0.324437122,0.634380114,0.11871813,0.053886288,0.403444904,0.004505907,116,0
0.148496938,0.379920868,0.605,0.274642799,0.639837184,0.146057019,0.048588003,0.31174941,0.010083177,200,1
0.148496938,0.379920868,0.605,0.274642799,0.639837184,0.146057019,0.048588003,0.31174941,0.010083177,200,1
0.077304621,0.085176471,0.297945205,0.239751697,0.629956883,0.12394506,0.152142155,0.215896445,0.105461524,292,0
0.071005893,0.106078475,0.323119777,0.292200165,0.610555262,0.200512319,0.092670134,0.267349649,0.023289299,359,0
0.211262063,0.4373721,0.590236686,0.258596264,0.618496456,0.083732793,0.197463126,0.207921006,0.012217253,676,1
0.211262063,0.4373721,0.590236686,0.258596264,0.618496456,0.083732793,0.197463126,0.207921006,0.012217253,676,1
0.192423889,0.330278246,0.49112426,0.267996048,0.653622118,0.119425828,0.231790698,0.218374879,0.026743839,338,0
0.054725422,0.163824023,0.386363636,0.333922367,0.593933592,0.170226135,0.056554123,0.416637874,0.003295377,132,0
0.0856287,0.173345003,0.420944559,0.257168687,0.646541975,0.103664846,0.082882024,0.21530815,0.119475113,487,1
0.08642796,0.180432183,0.411764706,0.336986063,0.603884737,0.067813363,0.090392263,0.474497149,0.011336704,85,1
0.14023253,0.271586591,0.491778774,0.268788028,0.530812473,0.119130204,0.13605184,0.201256871,0.011644914,669,0
0.160352396,0.40746393,0.713450292,0.278003371,0.661336693,0.087697544,0.041497814,0.298612011,0.004290229,171,0
0.108766723,0.198161946,0.423302598,0.232202988,0.657252562,0.099920347,0.122044051,0.145590197,0.161240534,1193,1
0.294008612,0.583124497,0.709375,0.262556982,0.66733581,0.071080066,0.104902352,0.268437807,0.005096922,320,1
0.287418043,0.533794881,0.654255319,0.259210644,0.631902921,0.070716781,0.235230972,0.244642081,0.015781264,564,0
0.159168037,0.220022389,0.383458647,0.267365322,0.623333696,0.111788683,0.235714006,0.260731028,0.049973098,133,0
0.112663071,0.208076269,0.448844884,0.253399509,0.604357703,0.105579945,0.340118929,0.209967012,0.032164089,303,1
0.335874606,0.573495012,0.636363636,0.251200473,0.621563582,0.074650122,0.24352876,0.21478527,0.009233812,550,1
0.109220107,0.203784928,0.395061728,0.285758972,0.612690667,0.095776197,0.096426118,0.32019583,0.034799167,162,0
0.069622501,0.097922109,0.408163265,0.304327644,0.595798054,0.109203009,0.176455397,0.341315059,0.023301998,98,0
0.063986011,0.111637467,0.382133995,0.257954512,0.634074177,0.170719972,0.088292743,0.187785289,0.104238196,403,0
0.033797934,0.06878898,0.294642857,0.290209188,0.605204844,0.044293028,0.156790262,0.465671905,0.084288324,112,0
0.050323027,0.089483038,0.296500921,0.235128389,0.669132871,0.126149291,0.112439387,0.17755574,0.247414703,543,0
0.053156518,0.096026008,0.294117647,0.226051587,0.657343795,0.060150593,0.085591246,0.179730935,0.427594772,561,1
0.04966191,0.071707371,0.311320755,0.225582119,0.663429584,0.054030354,0.153326366,0.176980666,0.331886242,318,0
0.12688916,0.253710301,0.476426799,0.250214656,0.657236446,0.058227529,0.175158601,0.21725159,0.065233185,403,0
0.23159821,0.38649575,0.553903346,0.257590082,0.662672575,0.107506633,0.158522279,0.219607358,0.015076999,269,0
0.061619361,0.111728052,0.362459547,0.314488953,0.641010622,0.135000812,0.135513333,0.297727646,0.015327953,309,0
0.111814702,0.247155676,0.49321267,0.274662665,0.660437868,0.116745526,0.048954053,0.249117823,0.009892189,221,0
0.06359817,0.149423307,0.429268293,0.271630629,0.637458237,0.137572858,0.09735887,0.213607743,0.01997958,205,0
0.039369763,0.049207212,0.228310502,0.288641173,0.665253059,0.11913113,0.138631048,0.324313928,0.025114066,219,0
0.25669259,0.482398137,0.614791988,0.239163028,0.680763399,0.132647243,0.069564148,0.172539662,0.013649536,649,0
0.092861677,0.206272787,0.444844125,0.253450701,0.616743735,0.096790236,0.170891195,0.182600601,0.038420298,834,1
0.375012731,0.690579259,0.760831889,0.240137027,0.648377222,0.058510069,0.186074882,0.225320329,0.008522045,577,0
0.143740035,0.279254961,0.467120181,0.267955548,0.657556543,0.111505224,0.087461881,0.222303616,0.015563379,441,0
0.048836394,0.109109454,0.324945295,0.206342324,0.674795749,0.088224483,0.187432049,0.109974647,0.262972182,2742,0
0.070702814,0.0987512,0.320261438,0.312715292,0.616670878,0.154095065,0.133652441,0.380273503,0.007513084,153,0
0.043263512,0.063329933,0.344537815,0.302580409,0.624822687,0.188550554,0.119021162,0.416496432,0.026411592,119,0
0.067764657,0.093767939,0.274509804,0.256290443,0.622875905,0.117081508,0.110261098,0.263210554,0.129621305,153,0
0.091423327,0.203480792,0.510638298,0.296773027,0.616350668,0.12466728,0.091963043,0.285998405,0.008216431,235,0
0.168003538,0.319745655,0.528497409,0.277696258,0.627480476,0.107202642,0.114042588,0.28373082,0.010892733,193,0
0.085862798,0.169393735,0.374476987,0.284354782,0.611126537,0.125601335,0.13723798,0.219407928,0.01932484,478,0
0.1011766,0.205228081,0.432055749,0.25965436,0.663548637,0.113389569,0.128638448,0.19293141,0.025039633,574,0
0.125018831,0.21329671,0.415929204,0.249125216,0.660861284,0.191432429,0.10393289,0.175482816,0.062124302,678,0
0.124156011,0.403740983,0.723076923,0.316631375,0.612957033,0.079261617,0.086051565,0.401406508,0.005379562,130,1
0.124156011,0.403740983,0.723076923,0.316631375,0.612957033,0.079261617,0.086051565,0.401406508,0.005379562,130,1
0.08478064,0.122378229,0.322535211,0.244929224,0.652407052,0.144939974,0.138708225,0.17435037,0.132144496,710,0
0.145748329,0.270462509,0.496644295,0.259307951,0.661227053,0.142545357,0.119343618,0.215756202,0.014045101,447,1
0.145748329,0.270462509,0.496644295,0.259307951,0.661227053,0.142545357,0.119343618,0.215756202,0.014045101,447,1
0.088639343,0.161497243,0.351351351,0.284661376,0.605465672,0.147270977,0.19431423,0.287381463,0.134980491,259,0
0.154916385,0.282772272,0.497568882,0.267844467,0.648329028,0.133941366,0.105934207,0.226613436,0.023251891,617,1
0.040258898,0.100762156,0.476190476,0.298663271,0.635580433,0.188749567,0.035664747,0.475640683,0.011289178,63,1
0.080185978,0.184573533,0.366666667,0.304227409,0.575097841,0.187073784,0.057273352,0.311640243,0.020548526,180,0
0.069510998,0.117196363,0.367816092,0.283000656,0.632495261,0.082915808,0.185173821,0.298699851,0.085510646,348,0
0.125646474,0.23943849,0.48503937,0.241310611,0.684482117,0.087092976,0.107289339,0.158144396,0.041525445,635,0
0.248815123,0.623337364,0.855895197,0.234834308,0.667731989,0.030492821,0.045699157,0.250305918,0.004681067,229,1
0.248815123,0.623337364,0.855895197,0.234834308,0.667731989,0.030492821,0.045699157,0.250305918,0.004681067,229,1
0.072293785,0.146312041,0.380952381,0.26385966,0.652448906,0.125244161,0.147802376,0.177974402,0.040822511,609,0
0.121066044,0.253066545,0.483870968,0.299976705,0.641342007,0.0732335,0.092368629,0.297112312,0.009469764,248,1
0.121066044,0.253066545,0.483870968,0.299976705,0.641342007,0.0732335,0.092368629,0.297112312,0.009469764,248,1
0.186106774,0.417549503,0.572289157,0.32641548,0.632748981,0.101279403,0.075327794,0.416598992,0.009272284,166,0
0.081630036,0.136572782,0.328671329,0.317507482,0.613833489,0.138589468,0.087459979,0.338672011,0.002955441,143,1
0.147280661,0.316235608,0.55,0.305060433,0.629103118,0.145458715,0.038166327,0.339667625,0.006062808,100,1
0.07791831,0.124634252,0.396226415,0.278119858,0.638479416,0.119039724,0.099360246,0.234378159,0.042318994,477,0
0.045867617,0.080268703,0.283819629,0.212677932,0.636976146,0.099481384,0.170822967,0.159432748,0.351965417,754,0
0.100518746,0.204478901,0.411392405,0.301255119,0.5527778,0.113794216,0.256334928,0.279586473,0.027257119,158,0
0.021828423,0.044542338,0.244712991,0.207360353,0.674897092,0.03544072,0.133794031,0.177093892,0.283507804,331,0
0.057588796,0.091258898,0.291262136,0.274704874,0.64037755,0.116209651,0.044366651,0.187832702,0.03285743,206,0
0.209139787,0.478889978,0.714285714,0.280018942,0.640386705,0.081217643,0.068849765,0.331876373,0.004732848,154,0
0.201621828,0.425547897,0.634464752,0.262819173,0.648556758,0.107478739,0.118094533,0.243388367,0.007076365,383,1
0.201621828,0.425547897,0.634464752,0.262819173,0.648556758,0.107478739,0.118094533,0.243388367,0.007076365,383,1
0.199048236,0.43016841,0.565320665,0.252252447,0.646120922,0.11319362,0.092242934,0.200268798,0.025668541,421,0
0.174218534,0.475007511,0.74301676,0.277383338,0.646148127,0.046052204,0.039113373,0.306925526,0.004214326,179,0
0.093580421,0.18295625,0.422018349,0.318355538,0.624189406,0.083313508,0.079265818,0.360751723,0.001973921,109,0
0.06806943,0.100317396,0.359090909,0.258645817,0.633358977,0.086958111,0.226210231,0.213136893,0.08643938,220,0
0.040578876,0.053892337,0.329949239,0.273414007,0.622516987,0.067298781,0.143217482,0.235853094,0.071078809,197,0
0.075416195,0.109348112,0.361552028,0.253057204,0.674377798,0.143404313,0.090316677,0.173932284,0.081237803,567,0
0.055661894,0.090338743,0.321917808,0.243154825,0.649046199,0.147520228,0.121231628,0.191012154,0.166591901,292,0
0.377460024,0.752498317,0.901408451,0.194177641,0.702401454,0.023639967,0.025290153,0.183460615,0.005026511,355,1
0.085742769,0.153766026,0.416403785,0.278389565,0.623524885,0.125598252,0.144307057,0.269076172,0.08257359,317,0
0.143558466,0.233905755,0.472477064,0.263040112,0.649384993,0.13714913,0.104724092,0.239031934,0.016503597,218,0
0.231095803,0.438065314,0.590909091,0.254914714,0.650228696,0.088072386,0.197122751,0.212589723,0.012149861,264,0
0.106406257,0.142166491,0.346915017,0.236635755,0.670819773,0.144543254,0.156041247,0.142504024,0.037372037,859,1
0.403679233,0.751631259,0.932989691,0.289346011,0.647298008,0.008688733,0.019131393,0.35465339,0.005263462,194,1
0.148294247,0.300139118,0.477707006,0.247472155,0.647092894,0.083534922,0.067850156,0.197926805,0.088438979,314,0
0.180830199,0.367925542,0.573560768,0.259178864,0.655941003,0.11290664,0.093186847,0.20046054,0.03483624,469,0
0.108833029,0.248121478,0.514285714,0.282202483,0.637927469,0.095886562,0.120583713,0.276480151,0.013186025,315,0
0.113972558,0.214562117,0.483985765,0.255472897,0.636509785,0.10396728,0.194924016,0.214892278,0.07434489,281,1
0.113972558,0.214562117,0.483985765,0.255472897,0.636509785,0.10396728,0.194924016,0.214892278,0.07434489,281,1
0.183644311,0.382622572,0.554006969,0.260044987,0.65251604,0.110306239,0.088296076,0.23314142,0.00307752,287,1
0.303704198,0.564814846,0.662872154,0.235210918,0.640995297,0.061605109,0.193859872,0.174593535,0.025161672,1142,1
0.336596611,0.593209891,0.671490593,0.234939841,0.632650482,0.044066291,0.189324976,0.188647036,0.013591762,691,1
0.336596611,0.593209891,0.671490593,0.234939841,0.632650482,0.044066291,0.189324976,0.188647036,0.013591762,691,1
0.09279978,0.144732284,0.374741201,0.28336264,0.654242457,0.149582369,0.161351764,0.189190517,0.015829459,483,0
0.06211583,0.095774221,0.306010929,0.285028292,0.576023889,0.065103562,0.085863233,0.287428032,0.066841227,183,0
0.100107244,0.222503367,0.488151659,0.292386147,0.640717654,0.104067372,0.121277162,0.279775334,0.008309599,211,1
0.078489284,0.168371672,0.371396896,0.212036195,0.677784333,0.086504687,0.081674117,0.139399712,0.316838183,902,0
0.129058365,0.262578175,0.486013986,0.25706483,0.645219196,0.131482192,0.053165717,0.21577701,0.046005263,286,1
0.129058365,0.262578175,0.486013986,0.25706483,0.645219196,0.131482192,0.053165717,0.21577701,0.046005263,286,1
0.051429423,0.089861513,0.304347826,0.214556146,0.693277962,0.105164381,0.071798776,0.146751484,0.327993114,667,0
0.157103745,0.230906785,0.444444444,0.31450604,0.616543991,0.174030678,0.085455181,0.389315366,0.016757708,72,0
0.069442983,0.103373898,0.314935065,0.249395924,0.65308136,0.136111658,0.135858269,0.163461906,0.133370252,616,0
0.110010226,0.239944219,0.436708861,0.296597255,0.642237877,0.14175109,0.046959789,0.283815106,0.005704526,158,0
0.260186702,0.501366026,0.724489796,0.250904437,0.630449991,0.074455632,0.037140358,0.248628667,0.005316762,196,1
0.260186702,0.501366026,0.724489796,0.250904437,0.630449991,0.074455632,0.037140358,0.248628667,0.005316762,196,1
0.116700729,0.231774941,0.441947566,0.270250208,0.615416379,0.13987006,0.083544166,0.237736652,0.007793534,267,0
0.149643562,0.327395125,0.472826087,0.304823,0.61090211,0.06255289,0.178657678,0.363985546,0.028681753,184,0
0.007801469,0.050965755,0.222222222,0.172983817,0.64850239,0.007701276,0.137605995,0.10362384,0.706503976,1170,0
0.125886957,0.302273321,0.533333333,0.262896951,0.657921459,0.089060441,0.072468313,0.218049147,0.06631121,480,0
0.040442773,0.091212901,0.274964838,0.184565311,0.711550766,0.036341905,0.119221929,0.111339342,0.556035111,1422,0
0.11124037,0.195423175,0.456967213,0.248517752,0.669032356,0.154775296,0.084233916,0.183018478,0.049432702,488,0
0.067061108,0.117643353,0.345454545,0.225974927,0.668448763,0.109210835,0.194598668,0.166924882,0.180486829,385,0
0.04631805,0.095281227,0.303448276,0.321502215,0.577845738,0.263284542,0.071616126,0.331930555,0.007599781,145,0
0.100517039,0.164929699,0.416309013,0.249172577,0.673060694,0.141216038,0.144729258,0.182490739,0.029298809,466,0
0.110787993,0.196793405,0.44212963,0.226912657,0.66626444,0.127849708,0.155274399,0.147761877,0.099204684,432,0
0.106417964,0.195436887,0.431077694,0.256579495,0.665461874,0.11087626,0.21270487,0.195677228,0.037636293,399,0
0.07510021,0.195499545,0.529411765,0.288653037,0.611346764,0.110820591,0.116979506,0.315135914,0.009331515,170,0
0.206951947,0.417605987,0.579387187,0.254588982,0.615146416,0.06836303,0.155054753,0.183982083,0.012650223,718,0
0.27525585,0.63262145,0.830188679,0.225996086,0.676721335,0.045719778,0.028085438,0.211252181,0.00471,265,0
0.096316754,0.193935346,0.381818182,0.322772971,0.543292115,0.128540674,0.053362376,0.448188882,0.070465158,110,1
0.096316754,0.193935346,0.381818182,0.322772971,0.543292115,0.128540674,0.053362376,0.448188882,0.070465158,110,1
0.062220557,0.082666195,0.376582278,0.234906033,0.657274399,0.08282834,0.186734512,0.154662205,0.100827983,316,0
0.106959369,0.176736767,0.375494071,0.277442029,0.618056052,0.168591832,0.095444456,0.247416129,0.016639172,253,0
0.146912728,0.277349612,0.460144928,0.280507135,0.670692115,0.129026776,0.098236937,0.230533664,0.019765635,276,0
0.108120173,0.196495374,0.527638191,0.276702787,0.643311121,0.111756838,0.180240333,0.30522932,0.00730749,199,0
0.178682266,0.381633751,0.565683646,0.260566645,0.637256226,0.08219726,0.189064369,0.184149043,0.005055705,746,0
0.327993723,0.592481482,0.613402062,0.269116488,0.644795035,0.115622732,0.077154052,0.269937903,0.003913879,194,1
0.061177274,0.110594941,0.405555556,0.264515403,0.65372535,0.101780032,0.083423516,0.21254762,0.080700132,180,0
0.184269733,0.54879026,0.773684211,0.270839085,0.650335508,0.055594801,0.021185698,0.291156562,0.004293445,190,0
0.047888725,0.077888165,0.271065183,0.213576931,0.698622967,0.096849319,0.085845603,0.143321252,0.374454163,1258,0
0.043410415,0.041796438,0.340909091,0.321223432,0.610046251,0.128586541,0.181320779,0.387214617,0.021842153,88,0
0.058470402,0.097709625,0.279588336,0.230085765,0.671444748,0.110401971,0.116824861,0.187526427,0.288881689,583,1
0.087116828,0.148602942,0.353293413,0.266373245,0.629505355,0.133469046,0.105915284,0.220936135,0.151417944,334,0
0.188367396,0.375328919,0.585365854,0.260972392,0.669383207,0.085015232,0.077014256,0.211100239,0.036392627,451,0
0.389142636,0.678678674,0.855555556,0.253236993,0.669599868,0.015287409,0.020959847,0.307691254,0.0105406,180,0
0.200205916,0.475768122,0.6544,0.247457201,0.604969885,0.080037673,0.173733604,0.218469571,0.009569876,625,0
0.108907432,0.203323945,0.442906574,0.254044755,0.675429862,0.135404544,0.139763377,0.206802208,0.045560786,289,0
0.136591482,0.355922288,0.64375,0.268796242,0.649293593,0.114448021,0.028778632,0.258802571,0.004057668,160,0
0.084271527,0.269804143,0.672727273,0.308068009,0.596485544,0.063116516,0.041895409,0.472209934,0.005346654,55,0
0.069494716,0.072507162,0.302325581,0.31433507,0.596068694,0.177228893,0.086356206,0.410456904,0.056181839,86,0
0.362117917,0.696147696,0.807531381,0.219880422,0.690965616,0.032215641,0.043161168,0.195533204,0.004672649,478,1
0.362117917,0.696147696,0.807531381,0.219880422,0.690965616,0.032215641,0.043161168,0.195533204,0.004672649,478,1
0.065305671,0.12765327,0.425249169,0.283236875,0.622131953,0.087614052,0.164182185,0.283845062,0.058538928,301,0
0.050159931,0.072444464,0.278089888,0.22930152,0.66307664,0.112676336,0.124762855,0.166375177,0.250279589,712,0
0.06830246,0.114917168,0.266666667,0.308502371,0.63148539,0.093497008,0.085522744,0.32347409,0.054499953,150,1
0.06830246,0.114917168,0.266666667,0.308502371,0.63148539,0.093497008,0.085522744,0.32347409,0.054499953,150,1
0.096009448,0.197937334,0.398607485,0.219959695,0.603123967,0.093489239,0.131099507,0.140664621,0.171210996,1149,0
0.097153456,0.184970191,0.344262295,0.353311053,0.577679297,0.125509864,0.030425509,0.465754277,0.011344323,61,0
0.149069297,0.278414371,0.482014388,0.284697636,0.642072269,0.130178613,0.068538032,0.226873788,0.012200743,278,0
