text,created_at,author_id,id,conversation_id,source,possibly_sensitive,in_reply_to_user_id
Introducing Kinetic Theory through gas exploration.  #sasedu #ngss #science #middleschool #education @ Singapore American School https://t.co/deXuoOGeI3,2021-01-11T04:19:52.000Z,763276827867480064,1348484747811500033,1348484747811500033,Instagram,FALSE,NA
"Lord bless me 
so I can show these
ngss ha it’s dne

amen",2021-01-11T04:10:22.000Z,57141322,1348482356869541892,1348482356869541892,Twitter for iPhone,FALSE,NA
"People often talk about nature and people as separate things. But really, we're all tangled up with each other. #SciEd #NGSSChat #NGSS https://t.co/XjS9DlcUQA https://t.co/VuenU1614x",2021-01-11T03:30:10.000Z,2592073856,1348472243114934273,1348472243114934273,Hootsuite Inc.,FALSE,NA
@NGSS_tweeps @STEM4Real @BLoveSoulPower @Ready4rigor @GholdyM @chrisemdin @karikokka @teolol @philiplbell @Doc_B_Brown @ruha9 @OkheeLee_ @sheldoneakins @OpenSciEd @snapgse Honored to be included in this list!,2021-01-11T03:21:12.000Z,1881304950,1348469986549968897,1348415772918337536,Twitter Web App,FALSE,4918507542
"@ntmoore @LCTTA This raises another motivation question for me--how could LaTeX fit with other HS priorities (like NGSS/state standards, AP, etc)?",2021-01-11T02:40:34.000Z,1873659019,1348459760174182401,1347316193573695488,Twitter for Android,FALSE,16092073
@ngss_official Inspiration ah bro 😏,2021-01-11T02:35:05.000Z,858644776345673728,1348458377517486081,1348319827128029190,Twitter Web App,FALSE,1142102037703712769
We have a jam-packed week ahead Tweeps! We are so excited and thankful to be in community with you all. What questions do you have? What do you hope to get out of this week? #NGSSchat #EdChat #SocialJustice #antiracist #4Real,2021-01-11T02:00:00.000Z,4918507542,1348449550072074242,1348449550072074242,TweetDeck,FALSE,NA
@EHauck_Sci @LeenaBMc @NGSS_tweeps @ravenscimaven @ayanaeliza @KizzyPhD @maejemison @NativesInSTEM @BlackPhysicists What an incredibly kind thing to say @EHauck_Sci  thank you! ♥️,2021-01-11T00:18:51.000Z,1157830133308362752,1348424096674062336,1348343780668174336,Twitter Web App,FALSE,907260733095735296
"@STEM4Real @BLoveSoulPower @Ready4rigor @GholdyM @chrisemdin @karikokka @teolol @philiplbell @Doc_B_Brown @ruha9 @OkheeLee_ @sheldoneakins @cultofpedagogy @OpenSciEd @snapgse Who do you go to for resources on equity, anti-racism and social justice in STEM? Tag them here and give them a shout out! #edequity #NGSSchat",2021-01-10T23:48:18.000Z,4918507542,1348416408435060736,1348415772918337536,TweetDeck,FALSE,4918507542
"This was also assessed based on NGSS SEPs. Added value of why and how scientists Ask Questions and Define Problems and Construct and Design Solutions guided us through. 
I think I dig the Competency Based Grading. Now I just to change EVERYTHING so it's authentic like this was.😳",2021-01-10T23:35:29.000Z,2973028300,1348413182226927617,1348408332546158593,Twitter for Android,FALSE,2973028300
Does Your Class Need Engaging #STEAMeducation Materials? Follow us for #NGSS aligned K-5 UNIT announcements! #seedstosteam  #sciencenews #sciencematters #kidsscience #scienceteachers #pbleducation #steameducation #scienceeducation #iteachscience  #sciencefun #scienceproject https://t.co/PDfGzljCrr,2021-01-10T23:00:34.000Z,1311360906463514625,1348404393431994368,1348404393431994368,Hootsuite Inc.,FALSE,NA
Connecting Project Based Learning to Standards https://t.co/5oB9DlKTNm @DRJacieMaslyk #PBL #CCS #NGSS #education #edchat https://t.co/hGbO0D5okI,2021-01-10T22:05:04.000Z,59541361,1348390426940682247,1348390426940682247,Hootsuite Inc.,FALSE,NA
@NGSS_tweeps @Tolerance_org These resources have been very helpful to me! Thanks for sharing them.,2021-01-10T21:08:34.000Z,873426577,1348376209546240005,1348375310497009664,Twitter for iPhone,FALSE,4918507542
Here are some great resources from @Tolerance_org: https://t.co/UnI6yssFTo How can equity &amp; anti-racism professional learning be combined with NGSS &amp; STEM content professional learning? Can we do both? Why or why not?,2021-01-10T21:05:00.000Z,4918507542,1348375310497009664,1348375310497009664,TweetDeck,FALSE,NA
@LeenaBMc @NGSS_tweeps @ravenscimaven @ayanaeliza @KizzyPhD @maejemison @NativesInSTEM @BlackPhysicists @prof_pakpour What a small world! She was one of the Post Docs running the lab I worked in at UC Davis. She is one of the most influential people in my life as a scientist and educator!!,2021-01-10T20:30:56.000Z,907260733095735296,1348366737419366401,1348343780668174336,Twitter for Android,FALSE,857615092975677440
"MHS - NGSS Clean up from last week.  NGSS Advisor, Mr. Ryan, shared this update.  Thank you for your dedication!  Great work! https://t.co/U90sSxoWQv",2021-01-10T20:07:30.000Z,761245434727788545,1348360839020113926,1348360839020113926,Twitter Web App,FALSE,NA
"In the past, I've struggled with the organization of student science notebooks. @mtedrow offered some simple solutions. Here's my latest post where I explain how I plan to use those ideas to make things flow more smoothly in my science classroom. https://t.co/HuwWBwDy9c #NGSSchat https://t.co/97jT4bi7i5",2021-01-10T19:34:35.000Z,124315505,1348352557492658179,1348352557492658179,TweetDeck,FALSE,NA
@EHauck_Sci @NGSS_tweeps @ravenscimaven @ayanaeliza @KizzyPhD @maejemison @NativesInSTEM @BlackPhysicists @prof_pakpour Love @prof_pakpour! She's a genius! We've had some great collaborations together! Still working on my fear of the crawlies! 🪲 https://t.co/M6IGq2vBay,2021-01-10T19:33:55.000Z,857615092975677440,1348352388973752320,1348343780668174336,Twitter for Android,FALSE,907260733095735296
"2/2 Here is a snapshot of some of the scientists and engineers that we want to highlight! @ravenscimaven, @ayanaeliza, @KizzyPhD, @maejemison. Who do you follow that we should know? Tag them there! #Blackinstem #Latinxinstem @nativesinstem @BlackPhysicists #ngsschat",2021-01-10T19:11:45.000Z,4918507542,1348346811493191680,1348343780668174336,TweetDeck,FALSE,4918507542
"I feel that all of these NGSS aligned curriculums are very scattered brained. At least from a chemistry perspective. It’s like one minute, “let’s talk about sig figs!” And then a second later, “Volcanos!!!” It’s all very schizophrenic.",2021-01-10T19:00:55.000Z,2347485962,1348344086575546369,1348344086575546369,Twitter for iPhone,FALSE,NA
"We want to thank all of our past and future @NGSS_Tweeps moderators! This community is so vital for our learning. We will be spending some time today to talk about our story, get to know our fellow NGSS Tweeps, and hear about what you are looking forward to this week! #NGSSchat",2021-01-10T18:34:47.000Z,4918507542,1348337506098372608,1348337506098372608,TweetDeck,FALSE,NA
#light and color #physics with magna tiles. Opaque and translucent #phenomena #ngss https://t.co/Qr6ERTb0gx,2021-01-10T17:55:56.000Z,20657343,1348327731830943746,1348327731830943746,Twitter for iPhone,FALSE,NA
"Are you on Twitter? Follow @NGSS_Tweeps! We are doing a Twitter Takeover! What would you say to almost 8,000 science educators? Comment below! 👇🏽👇🏽👇🏽 And don't forget to follow @STEM4Real too! https://t.co/3cc9JUN6Lo",2021-01-10T17:50:31.000Z,64830047,1348326368094822400,1348326368094822400,LinkedIn,FALSE,NA
"Happy Sunday NGSS_Tweeps! We are @STEM4Real, a professional learning nonprofit dedicated to the intersection of STEM+NGSS+Anti-Racism, making STEM Education #4Real for all students. We are honored to continue our conversations on all things science, STEM, NGSS &amp; social justice! https://t.co/2r6qC0LQlM",2021-01-10T17:42:43.000Z,4918507542,1348324403055005696,1348324403055005696,TweetDeck,FALSE,NA
"We will be using these four books as anchor texts to support our inquiry—supplemented with readings, podcasts, and media. #NGSSchat #UWClimateEd
https://t.co/HHnVGPZg1N

https://t.co/ThzLhIvTaJ

https://t.co/usMVvmhw1e

https://t.co/RzYVJUG3pO https://t.co/ssoHtq0S64",2021-01-10T17:35:48.000Z,184649645,1348322666164363265,1348321669035614210,Twitter Web App,FALSE,184649645
"*admin* Welcoming @STEM4Real this wk, a .org supporting implementation of NGSS w/ emphasis on social justice. Note: They do charge for their services and courses as many do, but are here hosting as part of the volunteer community and our #NGSS PLN. We r looking forward to it!",2021-01-10T17:34:20.000Z,4918507542,1348322297308917760,1348322297308917760,Twitter for iPhone,FALSE,NA
"PLS RT &amp; SHARE #NGSSchat #SciEd #TeachClimate

Excited to share the web site for the CLIMATE &amp; ENVIRONMENTAL JUSTICE IN EDUCATION grad seminar I'm teaching with @jnprezzo this term. We'll share readings, resources &amp; ideas based on our inquiry. #UWClimateEd
https://t.co/OU8hBZG2tY https://t.co/YqDjOwTH4h",2021-01-10T17:31:51.000Z,184649645,1348321669035614210,1348321669035614210,Twitter Web App,FALSE,NA
@NGSS_tweeps @HannahKiser18 Thanks for having us! I strongly encourage people to sign up and host @NGSS_tweeps . You don't have to feel like an expert to contribute to the community. :) #NGSS #NGSSchat,2021-01-10T17:31:05.000Z,14449947,1348321477003677697,1348321189719121925,Twitter Web App,FALSE,4918507542
The latest Curriculum Connections - Weekly ! https://t.co/EZArrIndIr Thanks to @NichilessDey @profkeithdevlin @mrsebiology #ngsschat #scied,2021-01-10T16:10:29.000Z,223170379,1348301192745594882,1348301192745594882,Paper.li,FALSE,NA
"@NGSS_tweeps @HannahKiser18 @johannabrown Thank you for great topics during a very unusual week in our country. 
You helped us all continue to think about our students and how we can help them grow. https://t.co/ygq2UdhF0K",2021-01-10T15:46:45.000Z,255769626,1348295219528142848,1348290202582740993,Twitter for iPhone,FALSE,4918507542
GM science educators. Anyone have some hurricane lessons (4th/5th grade) they’d like to share with me? I’d love and appreciate you forever. #hurricane #hurricanelessons #ngss #5E @KRenaeP @dtcampbe @sbottasullivan @KellieTaylorEdD,2021-01-10T15:36:21.000Z,864318744570580992,1348292602508894214,1348292602508894214,Twitter for iPhone,FALSE,NA
"Leave no student behind when teaching #TwigScienceNextGen with #TwigDistanceLearning. Find out more: https://t.co/QmsH1HXXtx
#blendedlearning #NGSS #distancelearning #Science https://t.co/OrgWSlBpBS",2021-01-10T14:30:00.000Z,225001371,1348275905697894401,1348275905697894401,TweetDeck,FALSE,NA
"@NGSS_tweeps Anxiety, competition, ambiguity... in short, nothing useful!  What we want assessment to do is provide students with a framework for growth.  Then we measure growth over time and celebrate it.",2021-01-10T13:21:49.000Z,720205025692102656,1348258745973878790,1346818811052244993,Twitter Web App,FALSE,4918507542
"@HLtinkercad @iheartsteam @dailystem @AlmousaJawaher @tinkercad @aaronmaureredu It’s free to use at home. Class/school/district plans are paid and include PD, NGSS aligned lesson plans, teacher dashboard for easy class management, assessment tools, training lab, remote learning course + resources. Let us know if we can set up an extended free trial for you😊",2021-01-10T05:13:03.000Z,2280348596,1348135743689023493,1347682897910706181,Twitter for iPhone,FALSE,1335570614694916096
@growlbiscuit @JaneofVictory @sazzygram3 NGSS is the equivalent in science. Really changed the standards in weird ways for a lot of disciplines,2021-01-10T04:43:57.000Z,759219563468849153,1348128420970991619,1347694169914028032,Twitter for Android,FALSE,759219563468849153
"""...nothing exists in isolation. A rhino is not just a rhino: it is a load-bearing strand in an elaborate ecological web."" 

Let's create capable conservationists. #NGSS 

The Last Two Northern White Rhinos On Earth https://t.co/VHeoNCkPHR 

@shamblanderson",2021-01-09T22:34:08.000Z,3773826613,1348035356411781120,1348035356411781120,Twitter Web App,FALSE,NA
"@NGSS_tweeps Post the question. Learning targets are contrived, hold students back, or intimidate tender learners. Plus they are just a trend required for teachers and teaching to the test. Real learning doesn’t target the answer before it has even started.",2021-01-09T21:31:38.000Z,913206494908370944,1348019624277893120,1347625807766671361,Twitter for iPhone,FALSE,4918507542
@johannabrown @NGSS_tweeps Thanks!,2021-01-09T21:08:12.000Z,77633009,1348013727669395456,1347963285296058369,Twitter for iPhone,FALSE,14449947
I love using @Classkick to reward students with common core growth mindset math stickers and NGSS I CAN Stickers in guided remote lessons. https://t.co/fvg2tfvlDL,2021-01-09T20:39:37.000Z,959963163587260417,1348006534605770756,1348006534605770756,Twitter Web App,FALSE,NA
@drloriandersen @NGSS_tweeps Agree 100%! We're a school that scores skills (we use the SEP from NGSS) so I post the driving questions and the current skill we're addressing on my Smartboard with the agenda. But no giving away essential content!,2021-01-09T20:33:25.000Z,586832074,1348004973385277444,1347625807766671361,Twitter Web App,FALSE,16394461
"Has this podcast made a difference in your classroom?  Let us know what has been helpful to you in the comments below. 

#ngss #podcast #podcasts #podcasting #teacherpodcast #sciencein3d #3dpodcast #iteachscience #scienceteacher  #teachersofinstagram #igteachers #igconnect4edu #t https://t.co/N5eKc8vBd2",2021-01-09T20:30:22.000Z,943705943564476417,1348004209640132608,1348004209640132608,PLANOLY,FALSE,NA
"NGSS Thermal Energy Heat Transfer Lesson - conduction, convection, radiation https://t.co/DccE7x6W71",2021-01-09T20:30:19.000Z,959963163587260417,1348004196411265024,1348004196411265024,Twitter Web App,FALSE,NA
@NGSS_tweeps I post the claim we are working on.,2021-01-09T20:10:38.000Z,14758824,1347999241898229765,1347625807766671361,Twitter for Android,FALSE,4918507542
@mshcrowder I just posted my initial student survey at @NGSS_tweeps it should be the top tweet.,2021-01-09T19:50:03.000Z,14449947,1347994060665942019,1347963285296058369,Twitter for iPhone,FALSE,77633009
Chemistry Course Plan: 320-Resource Whole Year Mega Hybrid Bundle ~Distance L https://t.co/ObV0Npl9XN  #chemchat #APchem #science #edu #educhat #apchemistry #regents #Homeworkhelp  #Caturday  #homeschool #GoogleClassroom #Pinterest  #ngsschat,2021-01-09T19:10:49.000Z,287671900,1347984187568099332,1347984187568099332,Twitter Web App,FALSE,NA
"Atomic Structure, Isotopes, Mass: 7-Resource Hybrid Bundle ~Distance Learning~ https://t.co/TGfVswHhZr  #chemchat #APchem #science #edu #educhat #apchemistry #regents #Homeworkhelp  #Caturday  #homeschool #GoogleClassroom #Pinterest  #ngsschat",2021-01-09T19:10:27.000Z,287671900,1347984095247269888,1347984095247269888,Twitter Web App,FALSE,NA
"Unit Plan: Acids, Bases, and Salts 6-Lesson Bundle ~Editable~ Distance Learning https://t.co/DFURpw5EUC  #chemchat #APchem #science #edu #educhat #apchemistry #regents #Homeworkhelp  #Caturday  #homeschool #GoogleClassroom #Pinterest  #ngsschat",2021-01-09T19:10:04.000Z,287671900,1347983999067631627,1347983999067631627,Twitter Web App,FALSE,NA
Unit Plan: Mole Concept &amp; Calculations 3-Lesson Hybrid Bundle ~Distance Learning https://t.co/tMs27eQGYI  #chemchat #APchem #science #edu #educhat #apchemistry #regents #Homeworkhelp  #Caturday  #homeschool #GoogleClassroom #Pinterest  #ngsschat,2021-01-09T19:09:45.000Z,287671900,1347983918713212930,1347983918713212930,Twitter Web App,FALSE,NA
"I have struggled so much with how SBG of the NGSS Performance Expectations is just too unclear, and hard bc Ss still want that “A” bc that’s all a 4 really is. https://t.co/ywjqU8znHP",2021-01-09T19:05:28.000Z,198748134,1347982840588349441,1347982840588349441,Twitter for iPhone,FALSE,NA
@drloriandersen @NGSS_tweeps I’m obsessed with Essential Questions,2021-01-09T17:42:10.000Z,2163207619,1347961879822553089,1347625807766671361,Twitter for iPhone,FALSE,16394461
"@NGSS_tweeps Yes, giving away the punchline is problematic. I like essential questions better.",2021-01-09T16:50:01.000Z,16394461,1347948754817540098,1347625807766671361,Twitter Web App,FALSE,4918507542
@NGSS_tweeps *post,2021-01-09T16:18:55.000Z,136014942,1347940928338718721,1347625807766671361,Twitter for iPhone,FALSE,136014942
"To enhance student engagement in STEM, educators should recognize the broad range of ways science is done: https://t.co/5Y38V23Bbg
#NGSSChat #SciEd #NGSS https://t.co/edKDxpi3U3",2021-01-09T15:30:23.000Z,2592073856,1347928713774641155,1347928713774641155,Hootsuite Inc.,FALSE,NA
Grade 2 Ss @FishkillFrogs @CCorcoran80 design with properties of matter for NGSS Maker’s Challenge &amp; HS Ss @KetchamNation L. Bliss manufacture their designs. @KoehlerTara @JessicaTurnerNY @ASchout10 @ANikolaTech @wcsdtechdr @CristineBlake9 @ABPanzer @MarinoKristen https://t.co/syV44XPjuD,2021-01-09T15:14:44.000Z,1062483637931819009,1347924777831428100,1347924777831428100,Twitter for iPhone,FALSE,NA
@NGSS_tweeps I lost my learning target. It just happens to be in the form of a driving question!,2021-01-09T13:25:23.000Z,136014942,1347897256633118720,1347625807766671361,Twitter for iPhone,FALSE,4918507542
"@NGSS_tweeps Just discussed this with my students yesterday, told them it put limits on their exploration of the topic!🎉🎉",2021-01-09T13:16:15.000Z,1966162201,1347894960046018563,1347625807766671361,Twitter for Android,FALSE,4918507542
Water cycle #phenomena #ngss https://t.co/E4XwUB6bWw,2021-01-09T12:36:26.000Z,20657343,1347884936758489088,1347884936758489088,Twitter for iPhone,FALSE,NA
"#E320Headlines
#E320Education #Focus2024 
#E320Economics
#FormulaE320Systems
#E320Dissertation 
#CCSS #NGSS #NVACS #ITSE 
Boost #E320STEM education #E320Discussion(s) with POC. 
#E320DigitalDollar
#SolarWinds 
#DigitalTransformation 
#tech 
@NevadaReady
Contributor: @ISCedUS https://t.co/fgIGVytR43 https://t.co/TW5V3cizMk",2021-01-09T07:38:16.000Z,1258693422208040960,1347809903692242945,1347809903692242945,Twitter for Android,FALSE,NA
"We’re recruiting teachers in Indiana &amp; North Carolina for new curricular materials and PD, a video game-based learning enviro. for middle schoolers to learn about ecosystems. Teachers earn $1250 for participation. App. due March 1. More info here: https://t.co/l92eBkTGaI #NGSS https://t.co/ky7TwR2Eg1",2021-01-27T15:00:25.000Z,961354096442736640,1354444154709938178,1354444154709938178,Twitter Web App,FALSE,NA
"Our teacher, TA &amp; aide ensuring our students are engaged in NGSS &amp; Mystery Science PBL @mwalpole1024 @YPSSocStudies @quezada1229 @YonkersSchools https://t.co/GExvT1T3W5",2021-01-27T14:36:57.000Z,785865397799182337,1354438247821299712,1354438247821299712,Twitter for iPhone,FALSE,NA
"Anyone looking for a great gig developing high school science materials that are truly designed for the NGSS? Check out this opportunity from @OpenSciEd development partner, @BSCSorg. https://t.co/4InW4ARz8w",2021-01-27T14:36:06.000Z,2182674452,1354438036860366849,1354438036860366849,Twitter Web App,FALSE,NA
WebCam Science!  Stay tuned to find out how our yeast and sugar do!  What is going to happen to those balloons? #science312 @RMS_PrideWO @NGSS_tweeps @ngssSfocus https://t.co/3mLmLH25wb,2021-01-27T14:32:17.000Z,3054575861,1354437073739149313,1354437073739149313,Twitter for iPhone,FALSE,NA
"All models are wrong, but some are useful. #keepteachingscience #ngss #ngsschat https://t.co/GziUldT2ui",2021-01-27T13:37:09.000Z,177724759,1354423199321239552,1354423199321239552,Twitter for iPhone,FALSE,NA
Hi #ngsschat PLN- any ideas for this teacher? https://t.co/94U5YyNcuY,2021-01-27T12:50:20.000Z,702894499652046848,1354411419228385281,1354411419228385281,Twitter for iPhone,FALSE,NA
"@mrcoachcahill Great read.  This has been the big push for NGSS. Focus more on the practices of science (questioning, thinking, modeling etc).",2021-01-27T11:55:18.000Z,3312492758,1354397570055987201,1354182612823191552,Twitter for iPhone,FALSE,1100398456529711104
"@Glazgow @MrsSLearns @priscigeeks @SciKathryn @NicolaBeverley1 @sarahpurplee Good to know! We have now aligned the app with NGSS and National UK Curriculum for Science, included support for Arduino boards, and much more!",2021-01-27T11:48:42.000Z,29975474,1354395909614956547,1043073043487223808,Twitter Web App,FALSE,28772094
"@K8duffs @JCt4ed @GoogleForEdu Yes, we included NGSS curriculum mapping, resources online, included a new integration between Arduino boards and the app! Everything to support teachers during these difficult times of remote learning",2021-01-27T11:47:13.000Z,29975474,1354395532572172288,1245024108716400644,Twitter Web App,FALSE,1940195742
"@thinksci @NGSS_tweeps @NGSSchat @arduino If you want to experiment further we have additional resources online https://t.co/X703uQE8Wt, and we also offer the Arduino Science Kit Physics Lab (Google Classroom compatible, NGSS aligned, SJ app compatible, no coding required) https://t.co/ARgVgLq58Z",2021-01-27T09:57:32.000Z,29975474,1354367929769484290,1291120082232332289,Twitter Web App,FALSE,29975474
"@thinksci @NGSS_tweeps @NGSSchat Dear @thinksci SJ app has now been taken over @arduino, as Google app won't be maintained any longer, we highly recommend to switch to the new app. For more information about it, including curriculum mapping (NGSS) visit https://t.co/kB8foMSsq7",2021-01-27T09:55:59.000Z,29975474,1354367542337417216,1291120082232332289,Twitter Web App,FALSE,298174195
"@rethinkstem @cultofpedagogy @atruekarmalife Please note SJ is now an official @arduino product. If you are looking for free resources, info about the new app, curriculum mapping (NGSS) and more visit https://t.co/kB8foMSsq7. (1/2)",2021-01-27T09:52:34.000Z,29975474,1354366680940605441,1295312670300737536,Twitter Web App,FALSE,1274441581874077697
@dtcampbe @LonghurstMax @tjscience @LisaLundgren21 @CSSSupervisors @NGSS_tweeps @UConnNeag Me too!!,2021-01-27T09:48:19.000Z,856837676,1354365611116261377,1354033304585072642,Twitter for iPhone,FALSE,22293234
@Tina_Cheuk @LGates_science Google no longer owns the Science Journal app that is now officially an Arduino Product. For more information + Curriculum Mapping (NGSS/UK Curriculum for Science) visit https://t.co/kB8foMSsq7 😉,2021-01-27T09:31:38.000Z,29975474,1354361413104496640,1320386170971328515,Twitter Web App,FALSE,1075236275894988800
@MBDscience @MrShawePhysics @AhmedKhattabUK @IOPTeaching @MBDscience Thanks for endorsing our app! Arduino Science Journal (formerly Google) is aligned with NGSS &amp; UK Curriculum for science. More information are available here: https://t.co/kB8foMSsq7 (1/2),2021-01-27T09:28:56.000Z,29975474,1354360732473831426,1321513089481756672,Twitter Web App,FALSE,907649642682355713
"Looks like a great opportunity to get some experience with #NGSS #phenomena

#STEM #STEMeducation https://t.co/uvigm0sste",2021-01-27T04:03:26.000Z,56626459,1354278820686094341,1354278820686094341,Twitter for Android,FALSE,NA
So proud of my students who made these models today using @googlejamboard #NGSS #science #Jamboard #sensemaking https://t.co/Z9KZ01HVa6,2021-01-27T02:16:35.000Z,870120611527311360,1354251927857451008,1354251927857451008,Twitter for iPhone,FALSE,NA
"Snag this FREE template to bring interactive videos into your classes!  Our default is ""LitFlix"" (looking at you #elachat #aplangchat) but easily repurposed for any other content area.  LabFlix? #NGSSchat HistoryFlix? #sschat

https://t.co/z0NUOeUSLk

#edchat #5thchat #edtechchat https://t.co/Sxu0pYKPJx",2021-01-27T02:04:06.000Z,1329148492221206533,1354248787859042306,1354248787859042306,Buffer,FALSE,NA
@dtcampbe @LonghurstMax @tjscience @LisaLundgren21 @CSSSupervisors @NGSS_tweeps @UConnNeag Interested in a copy,2021-01-27T01:06:58.000Z,361262616,1354234409562628096,1354033304585072642,Twitter for Android,FALSE,22293234
@LenoraMCrabtree @NGSS_tweeps This and the shared website is 💯 ! ❤️❤️❤️❤️❤️❤️❤️👏👏✅✅✅✅✅✅✅✅✅,2021-01-27T00:49:00.000Z,1178992896537714688,1354229890543923200,1354196104779329537,Twitter for iPhone,FALSE,956366433117753344
"Hanging out with 180 science peeps talking modeling, phenomena, and ambitious science teaching - awesome experience! Thanks @NSTA @AmbScienceTeach #ngsschat",2021-01-27T00:41:31.000Z,2648573546,1354228005602783234,1354228005602783234,Twitter for Android,FALSE,NA
"This PD session is designed to help you select phenomena to anchor a unit that supports 3D science learning: https://t.co/ot1mziqOZO
#NGSS #SciEd https://t.co/Aomt8utyTT",2021-01-27T00:15:07.000Z,2592073856,1354221361401655299,1354221361401655299,Hootsuite Inc.,FALSE,NA
"#TCRWP #science #literacy 

#NGSS, Science Literacies, and Activism: A Science, Education, and Climate Change Institute with Paul Andersen, Dr. Ayana Elizabeth Johnson, David Wallace-Wells, TedX, and more: Grades 3-10

https://t.co/hmdYGDUuQY",2021-01-27T00:14:00.000Z,111462090,1354221079477317633,1354221079477317633,Twitter Web App,FALSE,NA
@racheljcox87 @NGSS_tweeps Art and science work so naturally together!🥰 I'm presenting a workshop about teaching the water cycle with watercolor painting in a #BobRoss-style virtual session.👩‍🎨You should check it out! https://t.co/fgWLRUn6Cd,2021-01-27T00:12:37.000Z,2310567990,1354220733220548617,1354059013294592002,Twitter for Android,FALSE,459750740
@safarnum @BK3DSci @NGSS_tweeps Well there ya go!!,2021-01-26T23:49:22.000Z,1195528902,1354214880002400257,1354094828020256770,Twitter for iPhone,FALSE,2348806825
@the_fish_nerd @NGSS_tweeps Yay for other science/ art lovers out there! My BFA is in painting &amp; I often get comments on what an odd jump it is to science ed. Art and science are so interconnected- they both seek to make sense of the world and communicate about it.,2021-01-26T23:24:50.000Z,459750740,1354208708465717248,1354059013294592002,Twitter for iPhone,FALSE,2310567990
"@BMSscienceteach @BK3DSci @NGSS_tweeps Looks like a yes!
https://t.co/KuUj3lBJRB",2021-01-26T23:20:35.000Z,2348806825,1354207637659856899,1354094828020256770,Twitter Web App,FALSE,1195528902
@dtcampbe @LonghurstMax @tjscience @LisaLundgren21 @CSSSupervisors @NGSS_tweeps @UConnNeag Very interested in this if you can share please!,2021-01-26T23:20:17.000Z,3420914770,1354207564108619779,1354033304585072642,Twitter for iPhone,FALSE,22293234
@safarnum @BK3DSci @NGSS_tweeps Wonder if you can use Jamboard through Canvas?,2021-01-26T23:01:40.000Z,1195528902,1354202876508327937,1354094828020256770,Twitter for iPhone,FALSE,2348806825
@BK3DSci @safarnum @NGSS_tweeps Enjoyed it. Quite simple and effective I thought.,2021-01-26T23:00:41.000Z,1195528902,1354202629920972804,1354094828020256770,Twitter for iPhone,FALSE,3164721571
@NGSS_tweeps and the pellagra epidemic across the South (1900-1940) is a powerful example of how food insecurity leads to health disparities. A case study exploring this event can be accessed thru Innovations in Science Teacher Education or DM me for a link. https://t.co/y4pZNgcBqA,2021-01-26T22:54:43.000Z,956366433117753344,1354201129190612995,1354196104779329537,Twitter Web App,FALSE,956366433117753344
"@NGSS_tweeps Science students in NC can study the birth of the Environmental Justice movement in Warren County (1982). The impact of spray fields on residents in hog farming communities is a current issue. Also, examine the # of Covid cases in counties dominated by the poultry industry. 1/2",2021-01-26T22:52:31.000Z,956366433117753344,1354200574363803650,1354196104779329537,Twitter Web App,FALSE,4918507542
"@safarnum @BMSscienceteach @NGSS_tweeps Not yet, but I hope it is one of those pedagogical mutations we've developed during #RemoteTeaching &amp; #RemoteLearning that I can use when F2F learning is fully established",2021-01-26T22:40:40.000Z,3164721571,1354197591727230976,1354094828020256770,Twitter for Android,FALSE,2348806825
"@safarnum @BMSscienceteach @NGSS_tweeps I may have them make a pdf after each learning set so I can see, hopefully, their grow.",2021-01-26T22:36:34.000Z,3164721571,1354196560385634306,1354094828020256770,Twitter for Android,FALSE,2348806825
"@BK3DSci @BMSscienceteach @NGSS_tweeps Yes, “Make a copy for each student” feature in Classroom works for Jamboards. 

They can then share the doc to work with partners.",2021-01-26T22:34:32.000Z,2348806825,1354196050697986049,1354094828020256770,Twitter Web App,FALSE,3164721571
"@BMSscienceteach @NGSS_tweeps Yeah not much to be done about that, I’d imagine if it’s kids’ fist time on Jamboard they’re playing around with it, but that will get old quickly, just like moving around the post-its on a physical poster would.

 It is a let down that it doesn’t have version history like a doc",2021-01-26T22:31:41.000Z,2348806825,1354195331794272257,1354094828020256770,Twitter Web App,FALSE,1195528902
"@BMSscienceteach @safarnum @NGSS_tweeps I began my Weather unit today. I assigned each student a Jamboard that is going to be their digital #DQB for the unit. They have free rein to add, question, and revise. I'll let you know how it goes.",2021-01-26T22:29:35.000Z,3164721571,1354194801432944641,1354094828020256770,Twitter for Android,FALSE,1195528902
@NGSS_tweeps CTE was my start. That led me to ScienceEd. STEM is where CTE and Science collide and I love it. ❤️,2021-01-26T22:28:10.000Z,629081172,1354194445986455552,1354059013294592002,Twitter for iPhone,FALSE,4918507542
@Xeno_lith @LonghurstMax @tjscience @LisaLundgren21 @CSSSupervisors @NGSS_tweeps @UConnNeag 🙏 4 the feedback Laura!,2021-01-26T22:06:15.000Z,22293234,1354188930632048641,1354033304585072642,Twitter for iPhone,FALSE,255769626
"In developing new #NGSS units, the @SEPUP_UCB team created new assessments designed to incorporate formative &amp; summative approaches to follow students from their initial sense-making through to application of major unit science content and practices. https://t.co/PfdUVbENdT https://t.co/fx0RgdcB53",2021-01-26T21:19:00.000Z,921737382,1354177039335620608,1354177039335620608,TweetDeck,FALSE,NA
@vhopekennedy @ngss This is amazing! You are amazing 🤩👩🏼‍🔬,2021-01-26T21:13:33.000Z,1292896816711827459,1354175669236871173,1354169429337264128,Twitter for iPhone,FALSE,27067107
